nama_kabupaten_kota,tahun,kab/kota,keterangan,total
KOTA BANDUNG,2014-01-01,Kota Bandung,Kematian Akibat Pneumonia,
KOTA CIREBON,2014-01-01,Kota Cirebon,Kematian Akibat Pneumonia,
KOTA BEKASI,2014-01-01,Kota Bekasi,Kematian Akibat Pneumonia,
KOTA DEPOK,2014-01-01,Kota Depok,Kematian Akibat Pneumonia,
KOTA CIMAHI,2014-01-01,Kota Cimahi,Kematian Akibat Pneumonia,
KOTA TASIKMALAYA,2014-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,
KOTA BANJAR,2014-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KABUPATEN BOGOR,2015-01-01,Bogor,Kematian Akibat Pneumonia,
KABUPATEN SUKABUMI,2015-01-01,Sukabumi,Kematian Akibat Pneumonia,
KABUPATEN CIANJUR,2015-01-01,Cianjur,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG,2015-01-01,Bandung,Kematian Akibat Pneumonia,
KABUPATEN GARUT,2015-01-01,Garut,Kematian Akibat Pneumonia,
KABUPATEN TASIKMALAYA,2015-01-01,Tasikmalaya,Kematian Akibat Pneumonia,
KABUPATEN CIAMIS,2015-01-01,Ciamis,Kematian Akibat Pneumonia,
KABUPATEN KUNINGAN,2015-01-01,Kuningan,Kematian Akibat Pneumonia,
KABUPATEN CIREBON,2015-01-01,Cirebon,Kematian Akibat Pneumonia,
KABUPATEN MAJALENGKA,2015-01-01,Majalengka,Kematian Akibat Pneumonia,
KABUPATEN SUMEDANG,2015-01-01,Sumedang,Kematian Akibat Pneumonia,
KABUPATEN INDRAMAYU,2015-01-01,Indramayu,Kematian Akibat Pneumonia,
KABUPATEN SUBANG,2015-01-01,Subang,Kematian Akibat Pneumonia,
KABUPATEN PURWAKARTA,2015-01-01,Purwakarta,Kematian Akibat Pneumonia,
KABUPATEN KARAWANG,2015-01-01,Karawang,Kematian Akibat Pneumonia,
KABUPATEN BEKASI,2015-01-01,Bekasi,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG BARAT,2015-01-01,Bandung Barat,Kematian Akibat Pneumonia,
KABUPATEN PANGANDARAN,2015-01-01,Pangandaran,Kematian Akibat Pneumonia,
KOTA BOGOR,2015-01-01,Kota Bogor,Kematian Akibat Pneumonia,
KOTA SUKABUMI,2015-01-01,Kota Sukabumi,Kematian Akibat Pneumonia,
KOTA BANDUNG,2015-01-01,Kota Bandung,Kematian Akibat Pneumonia,
KOTA CIREBON,2015-01-01,Kota Cirebon,Kematian Akibat Pneumonia,
KOTA BEKASI,2015-01-01,Kota Bekasi,Kematian Akibat Pneumonia,
KOTA DEPOK,2015-01-01,Kota Depok,Kematian Akibat Pneumonia,
KOTA CIMAHI,2015-01-01,Kota Cimahi,Kematian Akibat Pneumonia,
KOTA TASIKMALAYA,2015-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,
KOTA BANJAR,2015-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KABUPATEN BOGOR,2016-01-01,Bogor,Kematian Akibat Pneumonia,
KABUPATEN SUKABUMI,2016-01-01,Sukabumi,Kematian Akibat Pneumonia,
KABUPATEN CIANJUR,2016-01-01,Cianjur,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG,2016-01-01,Bandung,Kematian Akibat Pneumonia,
KABUPATEN GARUT,2016-01-01,Garut,Kematian Akibat Pneumonia,
KABUPATEN TASIKMALAYA,2016-01-01,Tasikmalaya,Kematian Akibat Pneumonia,
KABUPATEN CIAMIS,2016-01-01,Ciamis,Kematian Akibat Pneumonia,
KABUPATEN KUNINGAN,2016-01-01,Kuningan,Kematian Akibat Pneumonia,
KABUPATEN CIREBON,2016-01-01,Cirebon,Kematian Akibat Pneumonia,
KABUPATEN MAJALENGKA,2016-01-01,Majalengka,Kematian Akibat Pneumonia,
KABUPATEN SUMEDANG,2016-01-01,Sumedang,Kematian Akibat Pneumonia,
KABUPATEN INDRAMAYU,2016-01-01,Indramayu,Kematian Akibat Pneumonia,
KABUPATEN SUBANG,2016-01-01,Subang,Kematian Akibat Pneumonia,
KABUPATEN PURWAKARTA,2016-01-01,Purwakarta,Kematian Akibat Pneumonia,
KABUPATEN KARAWANG,2016-01-01,Karawang,Kematian Akibat Pneumonia,
KABUPATEN BEKASI,2016-01-01,Bekasi,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG BARAT,2016-01-01,Bandung Barat,Kematian Akibat Pneumonia,
KABUPATEN PANGANDARAN,2016-01-01,Pangandaran,Kematian Akibat Pneumonia,
KOTA BOGOR,2016-01-01,Kota Bogor,Kematian Akibat Pneumonia,
KOTA SUKABUMI,2016-01-01,Kota Sukabumi,Kematian Akibat Pneumonia,
KOTA BANDUNG,2016-01-01,Kota Bandung,Kematian Akibat Pneumonia,
KOTA CIREBON,2016-01-01,Kota Cirebon,Kematian Akibat Pneumonia,
KOTA BEKASI,2016-01-01,Kota Bekasi,Kematian Akibat Pneumonia,
KOTA DEPOK,2016-01-01,Kota Depok,Kematian Akibat Pneumonia,
KOTA CIMAHI,2016-01-01,Kota Cimahi,Kematian Akibat Pneumonia,
KOTA TASIKMALAYA,2016-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,
KOTA BANJAR,2016-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KABUPATEN BOGOR,2017-01-01,Bogor,Kematian Akibat Pneumonia,
KABUPATEN SUKABUMI,2017-01-01,Sukabumi,Kematian Akibat Pneumonia,
KABUPATEN CIANJUR,2017-01-01,Cianjur,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG,2017-01-01,Bandung,Kematian Akibat Pneumonia,
KABUPATEN GARUT,2017-01-01,Garut,Kematian Akibat Pneumonia,
KABUPATEN TASIKMALAYA,2017-01-01,Tasikmalaya,Kematian Akibat Pneumonia,
KABUPATEN CIAMIS,2017-01-01,Ciamis,Kematian Akibat Pneumonia,
KABUPATEN KUNINGAN,2017-01-01,Kuningan,Kematian Akibat Pneumonia,
KABUPATEN CIREBON,2017-01-01,Cirebon,Kematian Akibat Pneumonia,
KABUPATEN MAJALENGKA,2017-01-01,Majalengka,Kematian Akibat Pneumonia,
KABUPATEN SUMEDANG,2017-01-01,Sumedang,Kematian Akibat Pneumonia,
KABUPATEN INDRAMAYU,2017-01-01,Indramayu,Kematian Akibat Pneumonia,
KABUPATEN SUBANG,2017-01-01,Subang,Kematian Akibat Pneumonia,
KABUPATEN PURWAKARTA,2017-01-01,Purwakarta,Kematian Akibat Pneumonia,
KABUPATEN KARAWANG,2017-01-01,Karawang,Kematian Akibat Pneumonia,
KABUPATEN BEKASI,2017-01-01,Bekasi,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG BARAT,2017-01-01,Bandung Barat,Kematian Akibat Pneumonia,
KABUPATEN PANGANDARAN,2017-01-01,Pangandaran,Kematian Akibat Pneumonia,
KOTA BOGOR,2017-01-01,Kota Bogor,Kematian Akibat Pneumonia,
KOTA SUKABUMI,2017-01-01,Kota Sukabumi,Kematian Akibat Pneumonia,
KOTA BANDUNG,2017-01-01,Kota Bandung,Kematian Akibat Pneumonia,
KOTA CIREBON,2017-01-01,Kota Cirebon,Kematian Akibat Pneumonia,
KOTA BEKASI,2017-01-01,Kota Bekasi,Kematian Akibat Pneumonia,
KOTA DEPOK,2017-01-01,Kota Depok,Kematian Akibat Pneumonia,
KOTA CIMAHI,2017-01-01,Kota Cimahi,Kematian Akibat Pneumonia,
KOTA TASIKMALAYA,2017-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,
KOTA BANJAR,2017-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KABUPATEN BOGOR,2018-01-01,Bogor,Kematian Akibat Pneumonia,
KABUPATEN SUKABUMI,2018-01-01,Sukabumi,Kematian Akibat Pneumonia,
KABUPATEN CIANJUR,2018-01-01,Cianjur,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG,2018-01-01,Bandung,Kematian Akibat Pneumonia,
KABUPATEN GARUT,2018-01-01,Garut,Kematian Akibat Pneumonia,
KABUPATEN TASIKMALAYA,2018-01-01,Tasikmalaya,Kematian Akibat Pneumonia,
KABUPATEN CIAMIS,2018-01-01,Ciamis,Kematian Akibat Pneumonia,
KABUPATEN KUNINGAN,2018-01-01,Kuningan,Kematian Akibat Pneumonia,
KABUPATEN CIREBON,2018-01-01,Cirebon,Kematian Akibat Pneumonia,
KABUPATEN MAJALENGKA,2018-01-01,Majalengka,Kematian Akibat Pneumonia,
KABUPATEN SUMEDANG,2018-01-01,Sumedang,Kematian Akibat Pneumonia,
KABUPATEN INDRAMAYU,2018-01-01,Indramayu,Kematian Akibat Pneumonia,
KABUPATEN SUBANG,2018-01-01,Subang,Kematian Akibat Pneumonia,
KABUPATEN PURWAKARTA,2018-01-01,Purwakarta,Kematian Akibat Pneumonia,
KABUPATEN KARAWANG,2018-01-01,Karawang,Kematian Akibat Pneumonia,
KABUPATEN BEKASI,2018-01-01,Bekasi,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG BARAT,2018-01-01,Bandung Barat,Kematian Akibat Pneumonia,
KABUPATEN PANGANDARAN,2018-01-01,Pangandaran,Kematian Akibat Pneumonia,
KOTA BOGOR,2018-01-01,Kota Bogor,Kematian Akibat Pneumonia,
KOTA SUKABUMI,2018-01-01,Kota Sukabumi,Kematian Akibat Pneumonia,
KOTA BANDUNG,2018-01-01,Kota Bandung,Kematian Akibat Pneumonia,
KOTA CIREBON,2018-01-01,Kota Cirebon,Kematian Akibat Pneumonia,
KOTA BEKASI,2018-01-01,Kota Bekasi,Kematian Akibat Pneumonia,
KOTA DEPOK,2018-01-01,Kota Depok,Kematian Akibat Pneumonia,
KOTA CIMAHI,2018-01-01,Kota Cimahi,Kematian Akibat Pneumonia,
KOTA TASIKMALAYA,2018-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,
KOTA BANJAR,2018-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KABUPATEN BOGOR,2019-01-01,Bogor,Kematian Akibat Pneumonia,0.0
KABUPATEN SUKABUMI,2019-01-01,Sukabumi,Kematian Akibat Pneumonia,8.0
KABUPATEN CIANJUR,2019-01-01,Cianjur,Kematian Akibat Pneumonia,0.0
KABUPATEN BANDUNG,2019-01-01,Bandung,Kematian Akibat Pneumonia,1.0
KABUPATEN GARUT,2019-01-01,Garut,Kematian Akibat Pneumonia,0.0
KABUPATEN TASIKMALAYA,2019-01-01,Tasikmalaya,Kematian Akibat Pneumonia,0.0
KABUPATEN CIAMIS,2019-01-01,Ciamis,Kematian Akibat Pneumonia,0.0
KABUPATEN KUNINGAN,2019-01-01,Kuningan,Kematian Akibat Pneumonia,0.0
KABUPATEN CIREBON,2019-01-01,Cirebon,Kematian Akibat Pneumonia,1.0
KABUPATEN MAJALENGKA,2019-01-01,Majalengka,Kematian Akibat Pneumonia,0.0
KABUPATEN SUMEDANG,2019-01-01,Sumedang,Kematian Akibat Pneumonia,0.0
KABUPATEN INDRAMAYU,2019-01-01,Indramayu,Kematian Akibat Pneumonia,0.0
KABUPATEN SUBANG,2019-01-01,Subang,Kematian Akibat Pneumonia,0.0
KABUPATEN PURWAKARTA,2019-01-01,Purwakarta,Kematian Akibat Pneumonia,1.0
KABUPATEN KARAWANG,2019-01-01,Karawang,Kematian Akibat Pneumonia,0.0
KABUPATEN BEKASI,2019-01-01,Bekasi,Kematian Akibat Pneumonia,0.0
KABUPATEN BANDUNG BARAT,2019-01-01,Bandung Barat,Kematian Akibat Pneumonia,3.0
KABUPATEN PANGANDARAN,2019-01-01,Pangandaran,Kematian Akibat Pneumonia,0.0
KOTA BOGOR,2019-01-01,Kota Bogor,Kematian Akibat Pneumonia,0.0
KOTA SUKABUMI,2019-01-01,Kota Sukabumi,Kematian Akibat Pneumonia,0.0
KOTA BANDUNG,2019-01-01,Kota Bandung,Kematian Akibat Pneumonia,3.0
KOTA CIREBON,2019-01-01,Kota Cirebon,Kematian Akibat Pneumonia,1.0
KOTA BEKASI,2019-01-01,Kota Bekasi,Kematian Akibat Pneumonia,0.0
KOTA DEPOK,2019-01-01,Kota Depok,Kematian Akibat Pneumonia,0.0
KOTA CIMAHI,2019-01-01,Kota Cimahi,Kematian Akibat Pneumonia,0.0
KOTA TASIKMALAYA,2019-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,1.0
KOTA BANJAR,2019-01-01,Kota Banjar,Kematian Akibat Pneumonia,1.0
KABUPATEN BOGOR,2020-01-01,Bogor,Kematian Akibat Pneumonia,
KABUPATEN SUKABUMI,2020-01-01,Sukabumi,Kematian Akibat Pneumonia,
KABUPATEN CIANJUR,2020-01-01,Cianjur,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG,2020-01-01,Bandung,Kematian Akibat Pneumonia,
KABUPATEN GARUT,2020-01-01,Garut,Kematian Akibat Pneumonia,
KABUPATEN TASIKMALAYA,2020-01-01,Tasikmalaya,Kematian Akibat Pneumonia,
KABUPATEN CIAMIS,2020-01-01,Ciamis,Kematian Akibat Pneumonia,
KABUPATEN KUNINGAN,2020-01-01,Kuningan,Kematian Akibat Pneumonia,
KABUPATEN CIREBON,2020-01-01,Cirebon,Kematian Akibat Pneumonia,
KABUPATEN MAJALENGKA,2020-01-01,Majalengka,Kematian Akibat Pneumonia,
KABUPATEN SUMEDANG,2020-01-01,Sumedang,Kematian Akibat Pneumonia,
KABUPATEN INDRAMAYU,2020-01-01,Indramayu,Kematian Akibat Pneumonia,
KABUPATEN SUBANG,2020-01-01,Subang,Kematian Akibat Pneumonia,
KABUPATEN PURWAKARTA,2020-01-01,Purwakarta,Kematian Akibat Pneumonia,
KABUPATEN KARAWANG,2020-01-01,Karawang,Kematian Akibat Pneumonia,
KABUPATEN BEKASI,2020-01-01,Bekasi,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG BARAT,2020-01-01,Bandung Barat,Kematian Akibat Pneumonia,
KABUPATEN PANGANDARAN,2020-01-01,Pangandaran,Kematian Akibat Pneumonia,
KOTA BOGOR,2020-01-01,Kota Bogor,Kematian Akibat Pneumonia,
KOTA SUKABUMI,2020-01-01,Kota Sukabumi,Kematian Akibat Pneumonia,
KOTA BANDUNG,2020-01-01,Kota Bandung,Kematian Akibat Pneumonia,
KOTA CIREBON,2020-01-01,Kota Cirebon,Kematian Akibat Pneumonia,
KOTA BEKASI,2020-01-01,Kota Bekasi,Kematian Akibat Pneumonia,
KOTA DEPOK,2020-01-01,Kota Depok,Kematian Akibat Pneumonia,
KOTA CIMAHI,2020-01-01,Kota Cimahi,Kematian Akibat Pneumonia,
KOTA TASIKMALAYA,2020-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,
KOTA BANJAR,2020-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KABUPATEN BOGOR,2021-01-01,Bogor,Kematian Akibat Pneumonia,
KABUPATEN SUKABUMI,2021-01-01,Sukabumi,Kematian Akibat Pneumonia,
KABUPATEN CIANJUR,2021-01-01,Cianjur,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG,2021-01-01,Bandung,Kematian Akibat Pneumonia,
KABUPATEN GARUT,2021-01-01,Garut,Kematian Akibat Pneumonia,
KABUPATEN TASIKMALAYA,2021-01-01,Tasikmalaya,Kematian Akibat Pneumonia,
KABUPATEN CIAMIS,2021-01-01,Ciamis,Kematian Akibat Pneumonia,
KABUPATEN KUNINGAN,2021-01-01,Kuningan,Kematian Akibat Pneumonia,
KABUPATEN CIREBON,2021-01-01,Cirebon,Kematian Akibat Pneumonia,
KABUPATEN MAJALENGKA,2021-01-01,Majalengka,Kematian Akibat Pneumonia,
KABUPATEN SUMEDANG,2021-01-01,Sumedang,Kematian Akibat Pneumonia,
KABUPATEN INDRAMAYU,2021-01-01,Indramayu,Kematian Akibat Pneumonia,
KABUPATEN SUBANG,2021-01-01,Subang,Kematian Akibat Pneumonia,
KABUPATEN PURWAKARTA,2021-01-01,Purwakarta,Kematian Akibat Pneumonia,
KABUPATEN KARAWANG,2021-01-01,Karawang,Kematian Akibat Pneumonia,
KABUPATEN BEKASI,2021-01-01,Bekasi,Kematian Akibat Pneumonia,
KABUPATEN BANDUNG BARAT,2021-01-01,Bandung Barat,Kematian Akibat Pneumonia,
KABUPATEN PANGANDARAN,2021-01-01,Pangandaran,Kematian Akibat Pneumonia,
KOTA BOGOR,2021-01-01,Kota Bogor,Kematian Akibat Pneumonia,
KOTA SUKABUMI,2021-01-01,Kota Sukabumi,Kematian Akibat Pneumonia,
KOTA BANDUNG,2021-01-01,Kota Bandung,Kematian Akibat Pneumonia,
KOTA CIREBON,2021-01-01,Kota Cirebon,Kematian Akibat Pneumonia,
KOTA BEKASI,2021-01-01,Kota Bekasi,Kematian Akibat Pneumonia,
KOTA DEPOK,2021-01-01,Kota Depok,Kematian Akibat Pneumonia,
KOTA CIMAHI,2021-01-01,Kota Cimahi,Kematian Akibat Pneumonia,
KOTA TASIKMALAYA,2021-01-01,Kota Tasikmalaya,Kematian Akibat Pneumonia,
KOTA BANJAR ,2019-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KOTA BANJAR ,2020-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KOTA BANJAR,2021-01-01,Kota Banjar,Kematian Akibat Pneumonia,
KABUPATEN BOGOR,2010-01-01,Bogor,Perkiraan Kasus Pneumonia,
KABUPATEN SUKABUMI,2010-01-01,Sukabumi,Perkiraan Kasus Pneumonia,
KABUPATEN CIANJUR,2010-01-01,Cianjur,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG,2010-01-01,Bandung,Perkiraan Kasus Pneumonia,
KABUPATEN GARUT,2010-01-01,Garut,Perkiraan Kasus Pneumonia,
KABUPATEN TASIKMALAYA,2010-01-01,Tasikmalaya,Perkiraan Kasus Pneumonia,
KABUPATEN CIAMIS,2010-01-01,Ciamis,Perkiraan Kasus Pneumonia,
KABUPATEN KUNINGAN,2010-01-01,Kuningan,Perkiraan Kasus Pneumonia,
KABUPATEN CIREBON,2010-01-01,Cirebon,Perkiraan Kasus Pneumonia,
KABUPATEN MAJALENGKA,2010-01-01,Majalengka,Perkiraan Kasus Pneumonia,
KABUPATEN SUMEDANG,2010-01-01,Sumedang,Perkiraan Kasus Pneumonia,
KABUPATEN INDRAMAYU,2010-01-01,Indramayu,Perkiraan Kasus Pneumonia,
KABUPATEN SUBANG,2010-01-01,Subang,Perkiraan Kasus Pneumonia,
KABUPATEN PURWAKARTA,2010-01-01,Purwakarta,Perkiraan Kasus Pneumonia,
KABUPATEN KARAWANG,2010-01-01,Karawang,Perkiraan Kasus Pneumonia,
KABUPATEN BEKASI,2010-01-01,Bekasi,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG BARAT,2010-01-01,Bandung Barat,Perkiraan Kasus Pneumonia,
KABUPATEN PANGANDARAN,2010-01-01,Pangandaran,Perkiraan Kasus Pneumonia,
KOTA BOGOR,2010-01-01,Kota Bogor,Perkiraan Kasus Pneumonia,
KOTA SUKABUMI,2010-01-01,Kota Sukabumi,Perkiraan Kasus Pneumonia,
KOTA BANDUNG,2010-01-01,Kota Bandung,Perkiraan Kasus Pneumonia,
KOTA CIREBON,2010-01-01,Kota Cirebon,Perkiraan Kasus Pneumonia,
KOTA BEKASI,2010-01-01,Kota Bekasi,Perkiraan Kasus Pneumonia,
KOTA DEPOK,2010-01-01,Kota Depok,Perkiraan Kasus Pneumonia,
KOTA CIMAHI,2010-01-01,Kota Cimahi,Perkiraan Kasus Pneumonia,
KOTA TASIKMALAYA,2010-01-01,Kota Tasikmalaya,Perkiraan Kasus Pneumonia,
KOTA BANJAR,2010-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
KABUPATEN BOGOR,2011-01-01,Bogor,Perkiraan Kasus Pneumonia,
KABUPATEN SUKABUMI,2011-01-01,Sukabumi,Perkiraan Kasus Pneumonia,
KABUPATEN CIANJUR,2011-01-01,Cianjur,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG,2011-01-01,Bandung,Perkiraan Kasus Pneumonia,
KABUPATEN GARUT,2011-01-01,Garut,Perkiraan Kasus Pneumonia,
KABUPATEN TASIKMALAYA,2011-01-01,Tasikmalaya,Perkiraan Kasus Pneumonia,
KABUPATEN CIAMIS,2011-01-01,Ciamis,Perkiraan Kasus Pneumonia,
KABUPATEN KUNINGAN,2011-01-01,Kuningan,Perkiraan Kasus Pneumonia,
KABUPATEN CIREBON,2011-01-01,Cirebon,Perkiraan Kasus Pneumonia,
KABUPATEN MAJALENGKA,2011-01-01,Majalengka,Perkiraan Kasus Pneumonia,
KABUPATEN SUMEDANG,2011-01-01,Sumedang,Perkiraan Kasus Pneumonia,
KABUPATEN INDRAMAYU,2011-01-01,Indramayu,Perkiraan Kasus Pneumonia,
KABUPATEN SUBANG,2011-01-01,Subang,Perkiraan Kasus Pneumonia,
KABUPATEN PURWAKARTA,2011-01-01,Purwakarta,Perkiraan Kasus Pneumonia,
KABUPATEN KARAWANG,2011-01-01,Karawang,Perkiraan Kasus Pneumonia,
KABUPATEN BEKASI,2011-01-01,Bekasi,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG BARAT,2011-01-01,Bandung Barat,Perkiraan Kasus Pneumonia,
KABUPATEN PANGANDARAN,2011-01-01,Pangandaran,Perkiraan Kasus Pneumonia,
KOTA BOGOR,2011-01-01,Kota Bogor,Perkiraan Kasus Pneumonia,
KOTA SUKABUMI,2011-01-01,Kota Sukabumi,Perkiraan Kasus Pneumonia,
KOTA BANDUNG,2011-01-01,Kota Bandung,Perkiraan Kasus Pneumonia,
KOTA CIREBON,2011-01-01,Kota Cirebon,Perkiraan Kasus Pneumonia,
KOTA BEKASI,2011-01-01,Kota Bekasi,Perkiraan Kasus Pneumonia,
KOTA DEPOK,2011-01-01,Kota Depok,Perkiraan Kasus Pneumonia,
KOTA CIMAHI,2011-01-01,Kota Cimahi,Perkiraan Kasus Pneumonia,
KOTA TASIKMALAYA,2011-01-01,Kota Tasikmalaya,Perkiraan Kasus Pneumonia,
KOTA BANJAR,2011-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
KABUPATEN BOGOR,2012-01-01,Bogor,Perkiraan Kasus Pneumonia,
KABUPATEN SUKABUMI,2012-01-01,Sukabumi,Perkiraan Kasus Pneumonia,
KABUPATEN CIANJUR,2012-01-01,Cianjur,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG,2012-01-01,Bandung,Perkiraan Kasus Pneumonia,
KABUPATEN GARUT,2012-01-01,Garut,Perkiraan Kasus Pneumonia,
KABUPATEN TASIKMALAYA,2012-01-01,Tasikmalaya,Perkiraan Kasus Pneumonia,
KABUPATEN CIAMIS,2012-01-01,Ciamis,Perkiraan Kasus Pneumonia,
KABUPATEN KUNINGAN,2012-01-01,Kuningan,Perkiraan Kasus Pneumonia,
KABUPATEN CIREBON,2012-01-01,Cirebon,Perkiraan Kasus Pneumonia,
KABUPATEN MAJALENGKA,2012-01-01,Majalengka,Perkiraan Kasus Pneumonia,
KABUPATEN SUMEDANG,2012-01-01,Sumedang,Perkiraan Kasus Pneumonia,
KABUPATEN INDRAMAYU,2012-01-01,Indramayu,Perkiraan Kasus Pneumonia,
KABUPATEN SUBANG,2012-01-01,Subang,Perkiraan Kasus Pneumonia,
KABUPATEN PURWAKARTA,2012-01-01,Purwakarta,Perkiraan Kasus Pneumonia,
KABUPATEN KARAWANG,2012-01-01,Karawang,Perkiraan Kasus Pneumonia,
KABUPATEN BEKASI,2012-01-01,Bekasi,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG BARAT,2012-01-01,Bandung Barat,Perkiraan Kasus Pneumonia,
KABUPATEN PANGANDARAN,2012-01-01,Pangandaran,Perkiraan Kasus Pneumonia,
KOTA BOGOR,2012-01-01,Kota Bogor,Perkiraan Kasus Pneumonia,
KOTA SUKABUMI,2012-01-01,Kota Sukabumi,Perkiraan Kasus Pneumonia,
KOTA BANDUNG,2012-01-01,Kota Bandung,Perkiraan Kasus Pneumonia,
KOTA CIREBON,2012-01-01,Kota Cirebon,Perkiraan Kasus Pneumonia,
KOTA BEKASI,2012-01-01,Kota Bekasi,Perkiraan Kasus Pneumonia,
KOTA DEPOK,2012-01-01,Kota Depok,Perkiraan Kasus Pneumonia,
KOTA CIMAHI,2012-01-01,Kota Cimahi,Perkiraan Kasus Pneumonia,
KOTA TASIKMALAYA,2012-01-01,Kota Tasikmalaya,Perkiraan Kasus Pneumonia,
KOTA BANJAR,2012-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
KABUPATEN BOGOR,2013-01-01,Bogor,Perkiraan Kasus Pneumonia,
KABUPATEN SUKABUMI,2013-01-01,Sukabumi,Perkiraan Kasus Pneumonia,
KABUPATEN CIANJUR,2013-01-01,Cianjur,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG,2013-01-01,Bandung,Perkiraan Kasus Pneumonia,
KABUPATEN GARUT,2013-01-01,Garut,Perkiraan Kasus Pneumonia,
KABUPATEN TASIKMALAYA,2013-01-01,Tasikmalaya,Perkiraan Kasus Pneumonia,
KABUPATEN CIAMIS,2013-01-01,Ciamis,Perkiraan Kasus Pneumonia,
KABUPATEN KUNINGAN,2013-01-01,Kuningan,Perkiraan Kasus Pneumonia,
KABUPATEN CIREBON,2013-01-01,Cirebon,Perkiraan Kasus Pneumonia,
KABUPATEN MAJALENGKA,2013-01-01,Majalengka,Perkiraan Kasus Pneumonia,
KABUPATEN SUMEDANG,2013-01-01,Sumedang,Perkiraan Kasus Pneumonia,
KABUPATEN INDRAMAYU,2013-01-01,Indramayu,Perkiraan Kasus Pneumonia,
KABUPATEN SUBANG,2013-01-01,Subang,Perkiraan Kasus Pneumonia,
KABUPATEN PURWAKARTA,2013-01-01,Purwakarta,Perkiraan Kasus Pneumonia,
KABUPATEN KARAWANG,2013-01-01,Karawang,Perkiraan Kasus Pneumonia,
KABUPATEN BEKASI,2013-01-01,Bekasi,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG BARAT,2013-01-01,Bandung Barat,Perkiraan Kasus Pneumonia,
KABUPATEN PANGANDARAN,2013-01-01,Pangandaran,Perkiraan Kasus Pneumonia,
KOTA BOGOR,2013-01-01,Kota Bogor,Perkiraan Kasus Pneumonia,
KOTA SUKABUMI,2013-01-01,Kota Sukabumi,Perkiraan Kasus Pneumonia,
KOTA BANDUNG,2013-01-01,Kota Bandung,Perkiraan Kasus Pneumonia,
KOTA CIREBON,2013-01-01,Kota Cirebon,Perkiraan Kasus Pneumonia,
KOTA BEKASI,2013-01-01,Kota Bekasi,Perkiraan Kasus Pneumonia,
KOTA DEPOK,2013-01-01,Kota Depok,Perkiraan Kasus Pneumonia,
KOTA CIMAHI,2013-01-01,Kota Cimahi,Perkiraan Kasus Pneumonia,
KOTA TASIKMALAYA,2013-01-01,Kota Tasikmalaya,Perkiraan Kasus Pneumonia,
KOTA BANJAR,2013-01-01,Kota Banjar,Perkiraan Kasus Pneumonia,
KABUPATEN BOGOR,2014-01-01,Bogor,Perkiraan Kasus Pneumonia,
KABUPATEN SUKABUMI,2014-01-01,Sukabumi,Perkiraan Kasus Pneumonia,
KABUPATEN CIANJUR,2014-01-01,Cianjur,Perkiraan Kasus Pneumonia,
KABUPATEN BANDUNG,2014-01-01,Bandung,Perkiraan Kasus Pneumonia,
KABUPATEN GARUT,2014-01-01,Garut,Perkiraan Kasus Pneumonia,
KABUPATEN TASIKMALAYA,2014-01-01,Tasikmalaya,Perkiraan Kasus Pneumonia,
KABUPATEN CIAMIS,2014-01-01,Ciamis,Perkiraan Kasus Pneumonia,
KABUPATEN KUNINGAN,2014-01-01,Kuningan,Perkiraan Kasus Pneumonia,
